64132244c3de4368c2e0b58f9fd15234|云南省第一人民医院血液病综合实验管理平台咨询招标公告|参照《中华人民共和国政府采购法》、《中华人民共和国政府采购法实施条例》等有关法律法规,云南省第一人民医院将于近日对部分计算机办公软件进行院内咨询。请各潜在响应人认真阅读本公示内容,并自行按要求准备相关材料。 一、项目名称:血液病 综合实验管理平台 目标: 针对云南省血液疾病临床 医学中心 定制开发一套智能的实验室管理平台,构建五大数据库系统: (1)样本数据库管理系统 (2)患者数据库管理系统 (3)分析报告数据库管理系统 (4)实验室原数据库管理系统 (5)基因组数据库管理系统 并基于以上五大数据库管理系统,构建三大应用系统 (1)多维数据智能分析系统; (2)开发1-2 套临床检测项目全自动化; (3)开发一套基于NGS技术,实现未知病原在线分析系统 通过五大数据库系统、三大应用系统建设的建设,实现针对血液科当前所有数据的信息化、自动化,并开发当前最为前沿的基因组检测项目,实现人机交互可视化信息系统,实现高效、智能、自动化检测方式,提升医院血液病 综合实验 信息化管理水平。 二、响应人要求 应具备条件参考《中华人民共和国政府采购法》第二十二条规定,即: 1. 具有独立承担民事责任的能力; 2. 具有良好的商业信誉和健全的财务会计制度; 3. 具有履行合同所必需的设备和专业技术能力; 4. 有依法缴纳税收和社会保障资金的良好记录; 5. 参加采购活动前三年内在经营活动中没有重大违法记录 6. 法律、行政法规规定的其他条件; 7. 具有履行合同所必需的经营资质及合法授权,同一品牌同一型号产品只接受唯一投标人,请授权出具方自行认定其唯一性。 原则上不接受二级以下代理资质响应,不接受联合体响应。 三、报名要求及、地点 1.** 报名截止:2019年11月7日17:00,逾期视为响应无效。 本招标项目仅供正式会员查阅,您的权限不能浏览详细信息,请点击注册/登录,或联系工作人员办理会员入网事宜,成为正式会员后方可获取详细的招标公告、报名表格、项目附件及部分项目招标文件等。 联系人:张培 电话:010-86482231 手机:18701657183 邮箱 传真:010-52283967|2
4e8c056312b35d4233ceaba6537e6e34|云梦山创5A级景区入口服务区配套供水设备采购项目结果公告|公告内容文档 项目名称:云梦山创5A级景区入口服务区配套供水设备采购项目 二、采购项目编号:QXCGXJ-2019-173 三、采购邀请书发出日期:2019年10月25日 四、评审日期:2019年10月31日 五、采购方式:询价 六、成交情况: 包号 采购内容 供应商名称 地址 成交金额 1 无塔供水设备 开封市南方供水设备有限公司 开封市禹王台区汪屯乡大苏村 166597元 七、采购小组成员名单:王复梅、李卫民、秦长华。 八、招标代理服务费:根据计价格[2002]1980号文和发改价格[2011]534号文规定招标代理服务费为:2498元整。 九、成交公告发布的媒介及成交公告期限: 本次公告在《河南省政府采购网》、《全国公共资源交易平台(河南省·淇县)》网上发布。 成交公告期限为1个工作日。 十、联系方式 采购人:淇县文化广电和旅游局 联系人:李先生 联系地址:淇县红旗路中段路南 联系方式:0392-7220596 采购代理机构:河南华威建设工程技术咨询事务所有限公司 联系人:李先生 联系方式:15003927510 联系地址:鹤壁市淇滨区莲鹤大厦1207室 发布人:河南华威建设工程技术咨询事务所有限公司 发布日期: 2019年11月1日|4
b49d964dbabc98ae87063f42c6f4fc55|云雾山隧道疏干塌陷区危房加固或重建建筑和结构施工图设计技术审查（二次）(19C0121)采购公告|云雾山隧道疏干塌陷区危房加固或重建建筑和结构施工图设计技术审查(二次)(19C0121)采购公告 【信息时间:2019-11-01】【字号 大 中 小】【 我要打印】【 关闭】 一、项目号:19C0121 二、项目名称:云雾山隧道疏干塌陷区危房加固或重建建筑和结构施工图设计技术审查(二次) 三、采购方式:竞争性谈判 四、预算金额:￥591,000.00元 五、项目详情概况 分包号:1 分包内容 最高限价 数量 单位 服务要求 云雾山隧道疏干塌陷区危房加固或重建建筑和结构施工图设计技术审查(二次) ￥591,000.00 1 最高限价总计:￥591,000.00元 六、项目政策信息 (一)按照《财政部 生态环境部关于印发环境标志产品政府采购品目清单的通知》(财库〔2019〕18号)和《财政部 发展改革委关于印发节能产品政府采购品目清单的通知》(财库〔2019〕19号)的规定,落实国家节能环保政策。 (二)按照《财政部 工业和信息化部关于印发<政府采购促进中小企业发展暂行办法>的通知》(财库〔2011〕181号)的规定,落实促进中小企业发展政策。 (三)按照《财政部、司法部关于政府采购支持监狱企业发展有关问题的通知》(财库〔2014〕68号)的规定,落实支持监狱企业发展政策。 (四)按照《三部门联合发布关于促进残疾人就业政府采购政策的通知》(财库〔2017〕 141号)的规定,落实支持残疾人福利性单位发展政策。 七、供应商资格要求 合格供应商应首先符合政府采购法第二十二条规定的基本条件,同时符合根据该项目特点设置的特定资格条件。 (一)基本资格条件 1、具有独立承担民事责任的能力; 2、具有良好的商业信誉和健全的财务会计制度; 3、具有履行合同所必需的设备和专业技术能力; 4、有依法缴纳税收和社会保障资金的良好记录; 5、参加政府采购活动前三年内,在经营活动中没有重大违法记录; 6、法律、行政法规规定的其他条件。 (二)特定资格条件 1、投标人须具有房屋建筑审查一类及以上资质。 2、市外投标人应在开标前办理完成相关入渝信息登记并提供证明材料。 (三)本项目不接受联合体投标。 八、获取竞争性谈判文件的地点、方式、期限及售价 获取文件期限:2019年11月1日 至 2019年11月11日 15:00 文件购买费:￥0.00元/分包 获取文件地点:凡有意参加投标的投标人,请自行在重庆市政府采购网 重庆市铜梁区公共资源综合交易中心网 上免费下载本项目采购文件以及图纸、补遗文件等开标前公布的所有项目资料,无论投标人领取或下载与否,均视为已知晓所有采购内容。 方式或事项: (一)根据《重庆市财政局关于印发〈重庆市政府采购供应商注册及诚信管理暂行办法〉的通知》(渝财采购〔2015〕45号)规定,供应商应按要求进行注册,通过重庆市政府采购网 登记加入“重庆市政府采购供应商库”。 (二)凡有意参加的供应商,请到采购代理机构领取或在《重庆市政府采购网》网上下载本项目文件以及图纸、补遗等开标前公布的所有项目资料 ,无论领取或下载与否,均视为已知晓所有要求内容。 (三)各供应商在递交响应文件时向采购代理机构缴纳文件购买费,若供应商为微型企业且所提供的产品为微型企业生产的,由评审小组核实认定后,可在本项目采购结果公告后持文件购买费发票原件至采购代理机构办理退还手续(微型企业的认定标准详见工信部联企业〔2011〕300号,供应 商须提供企业所在地的县级以上中小企业主管部门的证明文件)。 (四)供应商须满足以下两种要件,其响应文件才被接受: 1.按时递交了响应文件; 2.按时报名签到。 九、谈判响应文件递交信息 谈判响应文件递交开始时间: 2019年11月11日 14:30 谈判响应文件递交结束时间: 2019年11月11日 15:00 谈判响应文件递交地点:重庆市铜梁区公共资源综合交易中心一楼信息发布大厅“政府采购”接件窗口。 十、评审信息 谈判开始时间: 2019年11月11日 15:00 谈判地点:重庆市铜梁区公共资源综合交易中心二楼218开标室 十一、联系方式 采购人:重庆市铜梁区住房和城乡建设委员会 采购经办人:姚莉萍 采购人电话:15923587813 采购人传真:15223291293 采购人地址:白龙大道138号 代理机构:重庆市铜梁区交易中心 代理机构经办人:经办人 代理机构电话:023-45878966 代理机构地址:重庆市铜梁区东城街道亚龙路2号 十二、附件 采购文件(二次).DOC 免责声明: 本页面提供的内容是按照政府采购有关法律法规要求由采购人或采购代理机构发布的,重庆市政府采购网对其内容概不负责,亦不承担任何法律责任。 请到原网址下载附件 详情请见原网站 相关公告|2
9ac81407139a48bbbe977bd7ebca761f|互联网舆情导控服务平台运维|位置> 千里马招标网> 招标中心> 互联网舆情导控服务平台运维 互联网舆情导控服务平台运维 贵州- 贵阳 状态:结果 加入收藏 打印 导出为 WORD EXCEL 更新时间: 2019年11月01日 招标单位: 立即查看 截止时间: 立即查看 招标编号: 立即查看 项目名称: 立即查看 代理机构: 立即查看 关键信息: 立即查看 招标文件: 立即查看 下文中****为隐藏内容,仅对千里马会员用户开放,【注册/登录】后可查看内容详情 互联网舆情导控服务平台运维 发布时间:(略) 标包:互联网舆情导控服务平台运维,中标单位:贵阳日报传媒集团; 猜你喜欢 更多 贵阳 招标采购信息 中职强基工程(物联网实训基地建设) 11月01日 【ZG-350503-201910 11月01日 天津市宝坻区教育技术装备管理站天津 11月01日 江门市青少年宫办公自动化和网络设备 11月01日 购买福州市人大常委会预算联网监督管 11月01日 安徽省人工影响天气办公室图形工作站 11月01日 蓬江区政务服务数据管理局办公自动化 11月01日 上铁物资有限公司徐州分公司密封材料 11月01日 江门市人民代表大会常务委员会办公室 11月01日 蓬江区政务服务数据管理局办公自动化 11月01日 上海铁路物资有限公司徐州分公司沥青 11月01日 计划财务处关于征求意见的通知 11月01日 贵阳建材网 贵阳采购信息网 贵阳政府信息公开网 贵阳公共资源交易网 贵阳电力交易中心 贵阳交易中心 贵阳房产交易中心 贵阳工程交易中心 贵阳钢铁交易中心 贵阳建设交易中心 贵阳招投标交易中心 贵阳政府交易中心 贵阳造价信息网 贵阳市政工程信息网 贵阳水利工程信息网 贵阳通信工程信息网 贵阳医药招标网 贵阳建筑招标网 贵阳工程招标网 贵阳建设招标网 贵阳施工招标 贵阳装饰工程招标 贵阳建设工程网 贵阳水利招标信息网 贵阳电力招标网 贵阳建委招投标网 贵阳建筑管理网 贵阳建设信息港 贵阳教育招标网 贵阳装修招标 贵阳人力和社会保障局 贵阳建设网 贵阳总包工程 贵阳政府工程招标 贵阳工程施工招标 贵阳工程公开项目 贵阳工程采购信息 贵阳招标投标采购平台 贵阳省市工程建设网|2
4b149dc156cc222c8fd6b96fac445783|五原县人民医院专用设备中标（成交）公告|五原县人民医院专用设备中标(成交)公告 发布时间:2019年11月01日 内蒙古容达项目管理有限公司受五原县人民医院委托,于2019年10月31日就专用设备招标编号:RD-ZB19-CG32,采用公开招标进行采购。现就本次采购的中标(成交)结果公告如下。 一、采购项目名称:专用设备 批准文件编号:五财购准(2019218)号 二、中标(成交)供应商名称及中标(成交)价格: 包号 货物、服务和工程名称 数量 技术规格、参数及要求 预算金额(元) 附件材料 1 详见附件 1 详见招标文件 1600000 1、供应商:内蒙古优贸发展有限公司 ;中标金额:1528000元。 2 详见附件 1 详见招标文件 1500000 1、供应商:巴彦淖尔市天力康医疗器械有限责任公司 ;中标金额:1397000元。 3 详见附件 1 详见招标文件 3800000 1、供应商:内蒙古威高医药科技有限公司 ;中标金额:3722626元。 请中标供应商在公告期间到我单位领取通知书并办理相关手续,按规定时限和程序签订政府采购合同。 三、公告时间: 2019年11月04日—2019年11月04日 四、评委: 张艺鹏、闫建军、张艳华、王惠、全雪峰 如投标人认为中标结果使自己的合法权益受到损害的,可在中标结果公示有效期内,按招标文件第二章投标须知中有关质疑的规定向采购机构和采购代理机构提出质疑。 代理机构名称:内蒙古容达项目管理有限公司 地址:内蒙古容达项目管理有限公司(巴彦淖尔市临河区开源北路2号(临河商务产业园区1号楼204房间) 邮政编码:015000 联系人:刘璐 联系电话:15248897882 采购单位名称:五原县人民医院 地址:五原县人民医院 邮政编码:015100 联系人:闫主任 联系电话:13150994999 相关附件: GS:五原县人民医院 中标公示.DOCX 内蒙古容达项目管理有限公司 2019年11月01日 备注:采购方式涉及竞争性谈判、询价、单一来源的成交结果公告请以附件形式上传竞争性谈判文件、询价通知书、单一来源协商情况记录。|4
1f5ca308c6644f1797a985af7a3067cf|五局三安升降车租赁招标|位置> 千里马招标网> 招标中心> 五局三安升降车租赁招标 五局三安升降车租赁招标 天津- 天津 状态:结果 加入收藏 打印 导出为 WORD EXCEL 更新时间: 2019年11月01日 招标单位: 立即查看 截止时间: 立即查看 招标编号: 立即查看 项目名称: 立即查看 代理机构: 立即查看 关键信息: 升降车 租赁 招标文件: 立即查看 下文中****为隐藏内容,仅对千里马会员用户开放,【注册/登录】后可查看内容详情 五局三安升降车租赁招标 五局三安升降车租赁招标 中标日期:(略) 中建五局三公司安装分公司 中标详情 序号 中标单位 1 众能联合数字技术有限公司 2 湖南淇达工程机械有限公司 3 天津市中盛百利工程机械有限公司 4 陕西苏工建筑机械租赁有限公司 5 合肥乐升机械设备租赁有限公司 猜你喜欢 更多 天津 招标采购信息 威海经济技术开发区海南路小学项目1 11月01日 贵安健康云二期建设项目合同 11月01日 交警支队交警支队护栏以及辅助设施采 11月01日 邹县电厂及邹县公司推煤机等车辆维修 11月01日 攀枝花市国省干线及农村公路路况PQ 11月01日 中交四公局山东省埕沾公路工程二标项 11月01日 阿鲁科尔沁旗罕乌拉街道办事处通用设 11月01日 沛县朱寨镇梅村周庄自然村环境整治项 11月01日 乌海市城市管理综合执法局照明设备采 11月01日 西平县人民法院采购执法执勤车辆中标 11月01日 赛博云+平台综合办公模块开发技术服 11月01日 台安县综合行政执法局执法专用车辆十 11月01日 天津建材网 天津采购信息网 天津政府信息公开网 天津公共资源交易网 天津电力交易中心 天津交易中心 天津房产交易中心 天津工程交易中心 天津钢铁交易中心 天津建设交易中心 天津招投标交易中心 天津政府交易中心 天津造价信息网 天津市政工程信息网 天津水利工程信息网 天津通信工程信息网 天津医药招标网 天津建筑招标网 天津工程招标网 天津建设招标网 天津施工招标 天津装饰工程招标 天津建设工程网 天津水利招标信息网 天津电力招标网 天津建委招投标网 天津建筑管理网 天津建设信息港 天津教育招标网 天津装修招标 天津人力和社会保障局 天津建设网 天津总包工程 天津政府工程招标 天津工程施工招标 天津工程公开项目 天津工程采购信息 天津招标投标采购平台 天津省市工程建设网|2
56647390987daf2f55f58067746824cf|五河县2019年县域乡村建设规划编制项目2标段合同BB2019WHCGZ0582|五河县2019年县域乡村建设规划编制项目2标段合同BB2019WHCGZ0582 【信息时间:2019/11/1 阅读次数: 8】 【我要打印】 【关闭】 五河县 2019年县域乡村建设规划编制项目2标段 采购合同公告项目编号 BB2019WHCGZ0582 合同编号: BB2019WHCGZ0582 合同名称: 五河县2019年县域乡村建设规划编制项目2标段 项目编号: BB2019WHCGZ0582 项目名称: 五河县2019年县域乡村建设规划编制项目2标段 采购人(甲方): 五河县自然资源和规划局 供应商(乙方): 江西同济设计集团股份有限公司 所属行业: 服务 合同金额: 1080000.00元 合同签订日期: 2019年11月1日 合同公告日期: 2019年11月1日 代理机构: 四川建兴工程造价咨询有限公司 中标、成交公告 1&INFOID=19BA1F8F-14D0-4485-AE40-46D1B98C922A&CATEGORYNUM=003002005 合同附件: 详见公告附件 免责声明 : 本页面合同数据由采购人提供,本网站对其内容概不负责,亦不承担任何法律责任。 附件: 履约担保.DOCX 五河县2019年县域乡村建设规划编制项目2标段合同.DOCX “本网站信息任何公司、媒体、网站或个人未经授权不得转载、链接或以其他方式使用,否则本网站将依法追究法律责任。”|4
e370fb2c9b04c475869796317f612c97|井冈山市新城区华鑫路农贸市场(城东农贸市场)电梯采购项目（招标编号：井政采字【2019】96号）电子化公开招标公告|江西省恒立建工咨询有限公司受井冈山市房地产综合开发公司委托,依据吉购号采购计划确定的采购方式,对其所需货物和附属售后服务进行电子化公开招标采购,欢迎符合资格条件的投标人投标。 项目名称:井冈山市新城区华鑫路农贸市场(城东农贸市场)电梯采购项目 招标编号:井政采字【2019】96 号 采购人联系方式: 采购人名称:井冈山市房地产综合开发公司 采购人地址:井冈山市新城区 联系人:宁先生 联系电话:13576641519 采购代理机构联系方式: 采购代理机构名称:江西省恒立建工咨询有限公司井冈山分公司 采购代理机构地址:井冈山市新城区 联系人:罗女士 联系电话:0796-6668988/18770607030 传真:0796-6668988 电子函件:JGSHENGLI@163.COM 采购项目预算:1187000 元 采购项目最高限价:1175000元 一、采购人的采购需求 货物名称 简要说明 数量 采购项目编号 备注 井冈山市新城区华鑫路农贸市场(城东农贸市场)电梯采购项目 详见招标文件 1批 / 详细清单:详见招标文件 注:本项目采购国内产品,不允许提供进口产品参与采购活动。 二、投标人的资格条件(详见第四章投标文件格式七、投标人应当提交的资格、资信证明文件) (一)具有独立承担民事责任的能力 (二)具有良好的商业信誉和健全的财务会计制度 (三)具有履行合同所必须的设备和专业技术能力 (四)有依法缴纳税收和社会保障资金的良好记录 (五)参加政府采购活动前三年内,在经营活动中没有重大违法记录 (六)法律、行政法规规定的其他条件及项目特殊要求 1、单位负责人为同一人或者存在直接控股、管理关系的不同投标人,不得参加同一合同项下的采购活动。 2、为采购项目提供整体设计、规范编制或者项目管理、监理、检测等服务的投标人不得参加该采购项目的采购活动。 3、投标人被“信用中国”网站列入失信被执行人和重大税收违法案件当事人名单的、被“中国政府采购网”网站列入政府采购严重违法失信行为记录名单(处罚期限尚未届满的),不得参与本项目的政府采购活动。(采购代理机构现场查询); 4、提交产品属于政府强制采购节能产品、环境标志产品的,必须为本公告发布之日前最新一期《节能产品政府采购品目清单》、《环境标志产品政府采购品目清单》的产品; 5、本项目是否接受联合体投标。不接受。 6、其他资格条件: 1、所投产品电梯制造商须具有国家技术监督部门颁发《中华人民共和国特种设备制造许可证(电梯类)》B级及以上资质;(开标现场提供原件或复印件加盖制造商公章) 2、所投产品的安装维修单位(制造商或本项目代理商)须具备省级以上技术监督部门颁发的有效的特种设备(电梯)安装、维修资质。(开标现场提供原件或复印件加盖投标人公章) 三、获取招标文件的时间和期限、地点、方式 (一)有意向的投标人必须在江西省公共资源交易网注册并办理江西省CA数字证书和电子签章。具体要求详见“江西省公共资源交易网” (二)有意向的投标人可从2019年 11 月 2日(同公告发布之日)至2019年 11 月25日(北京时间),在江西省公共资源交易网上报名和下载招标文件。 四、招标公告期限 自发布之日起5个工作日。 五、投标截止时间、开标时间及地点 (一)投标人必须在投标截止时间前将电子投标文件上传至江西省公共资源交易网,逾期作无效投标处理。 (二)投标截止时间和开标时间为2019年11 月 26 日09:30时(北京时间)。届时请投标人的法定代表人或经正式授权的代表携带CA数字证书出席开标大会,签到时间以递交CA数字证书时间为准。 (三)CA数字证书递交地点和开标地点在井冈山市公共资源交易中心(江西省井冈山市新城区文化艺术中心主楼东三楼)开标厅; 六、投标保证金 投标保证金缴纳方式、户名、开户行、账号及金额详见招标文件。 七、采购代理服务费 本项目采购代理服务费:向中标人收取,收费标准详见招标文件。 八、采购项目联系方式 项目联系人:罗女士 项目联系电话:0796-6668988/18770607030|2
1005c0279d46cf4bf6244e374afd5844|井冈山龙市镇会师纪念堂舞台灯光音响智能化采购项目|井冈山市中锦造价咨询有限公司 关于井冈山龙市镇会师纪念堂舞台灯光音响智能化采购项目 (招标编号 : 井政采字【 2019 】 95 号公告 依据确定的采购方式 , 井冈山市中锦造价咨询有限公司受 井冈山市龙市镇人民政府 委托,依据 井冈山市政府采购管理办公室 下达的采购计划,对 井冈山龙市镇会师纪念堂舞台灯光音响智能化采购项目 (招标编号 : 井政采字【 2019】 95 号 』进行 电子化公开 招标采购,欢迎符合资格条件的供应商投标。 一. 招标采购内容、数量及要求: 序号 货物名称 技术参数 数量 采购预算合计 (元) 最高限价 (元) 评审办法 1 舞台灯光配置 具体参数详见招标文件第五章 1 批 945120 916766.4 综合 评分法 2 舞台扩声配置 3 专业舞台幕布机械系统 4 舞台大幕显示系统 注:以上未注明原装进口产品的,均为国产产品,并且不允许提供进口产品参加投标。 本项目不接受联合 体投标,中标必须独立完成本项目,不得分包转包给第三方。 二、投标人的 资格条件 1、具有独立承担民事责任的能力 (提供在工商部门注册的有效 “企业法人营业执照或营业执照”原件或加盖投标人公章的复印件); 2、具有良好的商业信誉和健全的财务会计制度( 提供近三个月任意一月财务状况报告的相关证明材料或 2018年度财务审计报告原件或复印件加盖公章) 3、具有履行合同所必须的设备和专业技术能力 ( 投标人提供承诺函原件) 4、有依法缴纳税收和社会保障资金的良好记录 税务登记证 (提供开标前 6个月内任意一个月依法缴纳税收的纳税证明和社会保障资金的发票原件或复印件加盖公章) 5、参加政府采购活动前三年内,在经营活动中没有重大违法记录 ( 提供无重大违法记录承诺函原件) 6 、 本项目不接受联合体投标。 三、法律、行政法规规定的其他条件及项目特殊要求 7 、 单位负责人为同一人或者存在直接控股、管理关系的不同投标人,不得参加同一合同项下的采购活动。 8 、为采购项目提供整体设计、规范编制或者项目管理、监理、检测等服务的投标人不得参加该采购项目的采购活动。 9 、投标人被 “信用中国”网站列入失信被执行人和重大税收违法案件当事人名单的、被“中国政府采购网”网站列入政府采购严重违法失信行为记录名单(处罚期限尚未届满的),不得参与本项目的政府采购活动 ,开标 现场 网上 查验 . 特别提醒:供应商必须将以上材料的原件扫描件上传至电子版投标文件中,开标时必须提供以上 ( 1、2、3、4、5、) 资料证明材料作为资格审查,开标现场查验,未提供视为无效投标。 备注:供应商必须携带工商营业执照、税务登记证、组织机构代码证 (或三证合一的营业执照副本原件或加盖投标人公章的复印件)、法定代表人授权书及投标代表人身份证原件(如是法人参加则只需提供身份证原件)至开标现场查验 。 四、获取招标文件的时间和期限、地点、方式 1、有意向的投标人必须在江西省公共资源交易网(网址 注册并办理江西省CA数字证书和电子签章。具体要求详见“江西省政府采购网”。(网址 2、有意向的投标人可从2019年 11 月 02 日至 2019年11 月 24 日(北京 17 :00时间),在江西省公共资源交易网上报名和下载招标文件。 五、招标公告期限 自发布之日起 5个工作日。 六、投标截止时间及开标时间: 1、投标人必须在投标截止时间前将电子投标文件上传至江西省公共资源门户网站,逾期投标无效(投标人网上操作遇到问题可拨打客服电话400-980-0000)。 2、投标截止时间和开标时间为2019年 11 月 25 日 09 :3 0 时(北京时间)。届时请投标人的法人或经正式授权的代表携带 CA数字证书出席开标大会,签到时间以递交CA数字证书和纸质投标文件时间为准。 3、CA数字证书、纸质投标文件递交地点及开标地点: 江西省井冈山市公共资源交易中心(井冈山市电子信息产业园内市民中心主楼东三楼)。 七 、投标保证金: 投标保证金缴纳方式、户名、开户行、账号及金额详见招标文件。 八 、 上传了投标文件的供应商,如不能参加此次投标的,请在投标截止时间三日前以书面形式通知采购代理机构放弃投标;否则,不得再参加该项目的采购活动。 九 .政府采购政策: 本项目采购落实小微企业、监狱企业、 残疾人福利性单位、 节能、环保产品等政府采购政策,具体规定详见招标文件。 十 、 投标人可 自行安排到采购人处踏勘现场,地点: 井冈山龙市镇会师纪念堂 十 一 、 采购项目联系方式 采购人: 井冈山市龙市镇人民政府 采购人地址: 井冈山龙市镇会师纪念堂 联系人: 李明文 联系方式 :13979650208 采购代理机构名称:井冈山市中锦造价咨询有限公司 地址:井冈山市新城区映山红路 8 号 G4 栋 13 号 联系人:张女士 联系方式: 15779666333 电子邮箱: 157642766@QQ.COM 采购 单位: 井冈山市龙市镇人民政府 2019年 10 月 31 日|2
3aa82c5f7bdea546afae105dc761d273|亚行贷款河北省养老服务体系建设项目-保定蠡县养老综合服务中心项目-养老综合服务中心和十个日间照料中心土建施工合同|亚行贷款河北省养老服务体系建设项目-保定蠡县养老综合服务中心项目-养老综合服务中心和十个日间照料中心土建施工合同 基本信息 标段(包) 亚行贷款河北省养老服务体系建设项目-保定蠡县养老综合服务中心项目-养老综合服务中心和十个日间照料中心土建施工合同 所属行业: 卫生和社会工作/社会工作 所属地区: 保定市-蠡县 开标时间: 2019-10-09 09:00 开标地点: 河北省公共资源交易中心 公示开始日期: 2019-11-01 公示截止日期: 2019-11-06 中标候选人名单 排名 统一社会信用代码 中标候选人单位名称 投标价格 评标价格 评分结果 质量标准 工期/交货期 1 91130000104366517F 河北建工集团有限责任公司 121826289.99元人民币 121826289.99元人民币 - 符合国家要求 16个月 2 911309001095417407 大元建业集团股份有限公司 124310099.64元人民币 124310099.64元人民币 - 符合国家要求 16个月 3 91130100104400172D 石家庄一建建设集团有限公司 129658866.84元人民币 129658866.84元人民币 - 符合国家要求 16个月 备注: 第1中标候选人其他说明:无 第2中标候选人其他说明:无 第3中标候选人其他说明:无 第1中标候选人-项目负责人 职务 姓名 职称 执业或职业资格 证书编号 项目经理 张书更 工程师 一级注册建造师 冀113060700269 第1中标候选人-响应招标文件要求的资格能力条件 满足招标文件要求 第2中标候选人-项目负责人 职务 姓名 职称 执业或职业资格 证书编号 项目经理 纪俊宁 正高级工程师 一级注册建造师 冀113060802529 第2中标候选人-响应招标文件要求的资格能力条件 满足招标文件要求 第3中标候选人-项目负责人 职务 姓名 职称 执业或职业资格 证书编号 项目经理 张建同 高级工程师 一级注册建造师 冀113060701185 第3中标候选人-响应招标文件要求的资格能力条件 满足招标文件要求 提出异议渠道和方式 受理单位:中仪国际招标有限公司 联系人:廖先生 电话:010-63348619 邮箱 招标文件规定公示的其他内容 招标结果公示 项目名称:亚洲开发银行贷款河北省养老服务体系建设项目-保定蠡县养老综合服务中心项目-养老综合服务中心和十个日间照料中心土建施工合同(合同编号:LX-C01) 招标编号:0703-1920CIC5L015 序号 投标人名称 开标价格 (人民币元) 评标价格 (人民币元) 拒标理由 中标人的中标价 (人民币元) 合同范围描述 1 石家庄一建建设集团有限公司 129,658,866.84 122,490,613.84 评标价不为最低 不适用 本合同总建筑面积38814.71 ㎡,含1个养老综合服务中心(建筑面积31282.41㎡)、10个日间照料中心(建筑面积7532.30 ㎡)。主要施工内容包含蠡县养老综合服务中心项目的建筑、装饰装修、结构、室内给排水、暖通、照明供电、消防水池、室外给排水管线、道路绿化等的施工及其他工程。 2 河北建工集团有限责任公司 121,826,289.99 114,658,036.99 不适用 121,826,289.99 3 河南瑞华建筑集团有限公司 123,008,002.67 不适用 未通过完整性评审 不适用 4 大元建业集团股份有限公司 124,310,099.64 117,141,846.64 评标价不为最低 不适用 5 中余建设集团有限公司 141,089,297.88 不适用 未通过完整性评审 不适用 全部投标单位 河北建工集团有限责任公司、大元建业集团股份有限公司、石家庄一建建设集团有限公司、河南瑞华建筑集团有限公司、中余建设集团有限公司、 联系方式 招标人: 蠡县光荣院 招标代理机构: 中仪国际招标有限公司 联系人: 张先生 联系人: 廖先生 地址: 河北省保定市蠡县 地址: 北京市丰台区西三环中路90号通用技术大厦 电话: 0312-6211742 电话: 010-63348619 电子邮箱: YHLXYLXM@163.COM 电子邮箱 |4
